"","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"15575","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15576",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15577","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15578","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15579","Nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15580","hier","ADV","hier","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15581","herein","PART.Verb","herein","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"15582","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15583",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15584","gnädiges","ADJA.Pos.Nom.Sg.Neut","gnädig","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"15585","Fräulein","N.Reg.Nom.Sg.Neut","Fräulein","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"15586","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15587",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15588","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15589","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15590","Ah","ITJ","ah","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"15591","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15592","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15593","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15594","Ah","ITJ","ah","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"15595","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15596","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15597","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15598","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15599","danke","VFIN.Full.1.Sg.Pres.Ind","danken","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"15600","Ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","sie","PRO","Pers","Subst","Dat","3","Sg","Masc",NA,NA
"15601","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15602",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15603","mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"15604","Freund","N.Reg.Nom.Sg.Masc","Freund","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15605","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15606",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15607","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15608","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15609","dank","APPR","dank","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15610","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15611","'","SYM.Quot.Right","'","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"15612","Ihm","PRO.Pers.Subst.3.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","3","Sg",NA,NA,NA
"15613","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15614",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15615","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15616","Aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"15617","Gott","N.Reg.Nom.Sg.Masc","Gott","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15618","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15619",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15620","Gott","N.Reg.Nom.Sg.Masc","Gott","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15621","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15622","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15623","wo","PROADV.Inter","wo","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"15624","bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"15625","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15626","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15627","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15628","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15629","Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"15630","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15631","ganz","ADV","ganz","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15632","allein","ADV","allein","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15633","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15634","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15635","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15636","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15637","Wo","PROADV.Inter","wo","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"15638","bleibt","VFIN.Full.3.Sg.Pres.Ind","bleiben","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"15639","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"15640","Mutter","N.Reg.Nom.Sg.Fem","Mutter","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"15641","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15642","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15643","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15644","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15645","Wo","PROADV.Inter","wo","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"15646","blieb","VFIN.Full.3.Sg.Past.Ind","bleiben","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"15647","der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"15648","Graf","N.Reg.Nom.Sg.Masc","Graf","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15649","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15650","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15651","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15652","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"15653","kommen","VFIN.Full.3.Pl.Pres.Ind","kommen","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"15654","doch","ADV","doch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15655","nach","PART.Verb","nach","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"15656","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15657","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15658","mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"15659","auf","APPR","auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15660","dem","ART.Def.Dat.Sg.Masc","die","ART","Def",NA,"Dat",NA,"Sg","Masc",NA,NA
"15661","Fuße","N.Reg.Dat.Sg.Masc","Fuß","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"15662","nach","APPR","nach","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15663","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15664","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15665","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15666","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15667","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15668","vermute","VFIN.Full.1.Sg.Pres.Ind","vermuten","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"15669","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15670",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15671","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15672","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15673","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"15674","vermutet","VFIN.Full.3.Sg.Pres.Ind","vermuten","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"15675","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15676","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15677","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15678","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15679","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"15680","weiß","VFIN.Full.3.Sg.Pres.Ind","wissen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"15681","es","PRO.Pers.Subst.3.Acc.Sg.Neut","sie","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"15682","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"15683","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15684","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15685","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15686","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15687","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"15688","sah","VFIN.Full.3.Sg.Past.Ind","sehen","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"15689","sie","PRO.Pers.Subst.3.Acc.Sg.Fem","sie","PRO","Pers","Subst","Acc","3","Sg","Fem",NA,NA
"15690","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"15691","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15692","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15693","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15694","Ward","VFIN.Aux.3.Sg.Past.Ind","werden","VFIN","Aux",NA,NA,"3","Sg",NA,"Past","Ind"
"15695","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"15696","gar","ADV","gar","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15697","hinter","APPR","hinter","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15698","uns","PRO.Pers.Subst.1.Dat.Pl.*","sie","PRO","Pers","Subst","Dat","1","Pl",NA,NA,NA
"15699","geschossen","VPP.Full.Psp","schießen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"15700","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15701","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15702","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15703","Geschossen","VPP.Full.Psp","schießen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"15704","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15705","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15706","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15707","Das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"15708","wäre","VFIN.Aux.3.Sg.Past.Subj","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Past","Subj"
"15709","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15710","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15711","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15712","Ganz","ADV","ganz","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15713","gewiß","ADJD.Pos","gewiss","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"15714","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15715","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15716","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15717","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15718","Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"15719","das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"15720","hat","VFIN.Aux.3.Sg.Pres.Ind","haben","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"15721","den","ART.Def.Acc.Sg.Masc","die","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"15722","Grafen","N.Reg.Acc.Sg.Masc","Graf","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"15723","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15724",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15725","oder","CONJ.Coord","oder","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"15726","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"15727","Mutter","N.Reg.Nom.Sg.Fem","Mutter","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"15728","getroffen","VPP.Full.Psp","treffen|triefen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"15729","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15730",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15731","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15732","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15733","will","VFIN.Mod.1.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"15734","gleich","ADV","gleich","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15735","nach","APPR","nach","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15736","ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie","PRO","Pers","Subst","Dat","3","Pl",NA,NA,NA
"15737","ausgehen","VINF.Full","ausgehen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"15738","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15739",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15740","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15741","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15742","Nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"15743","ohne","APPR","ohne","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15744","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"15745","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15746",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15747","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15748","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15749","will","VFIN.Mod.1.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"15750","mit","PART.Verb","mit","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"15751","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15752",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15753","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15754","muß","VFIN.Mod.1.Sg.Pres.Ind","müssen","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"15755","mit","PART.Verb","mit","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"15756","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15757",":","SYM.Pun.Colon",":","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"15758","komm","VIMP.Full.2.Sg","kommen","VIMP","Full",NA,NA,"2","Sg",NA,NA,NA
"15759","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"15760","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15761",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15762","mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"15763","Freund","N.Reg.Nom.Sg.Masc","Freund","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15764","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15765","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15766","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15767","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15768","Ah","ITJ","ah","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"15769","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15770",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15771","gnädiges","ADJA.Pos.Nom.Sg.Neut","gnädig","ADJA","Pos",NA,"Nom",NA,"Sg","Neut",NA,NA
"15772","Fräulein","N.Reg.Nom.Sg.Neut","Fräulein","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"15773","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15774","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15775","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15776","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15777","Was","PRO.Inter.Subst.Nom.Sg.Neut","was","PRO","Inter","Subst","Nom",NA,"Sg","Neut",NA,NA
"15778","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15779","ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"15780","Unglück","N.Reg.Acc.Sg.Neut","Unglück","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"15781","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15782",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15783","oder","CONJ.Coord","oder","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"15784","vielmehr","ADV","vielmehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15785","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15786",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15787","was","PRO.Inter.Subst.Nom.Sg.Neut","was","PRO","Inter","Subst","Nom",NA,"Sg","Neut",NA,NA
"15788","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15789","ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"15790","Glück","N.Reg.Acc.Sg.Neut","Glück","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"15791","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15792",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15793","–","FM","–","FM",NA,NA,NA,NA,NA,NA,NA,NA
"15794","was","FM","was","FM",NA,NA,NA,NA,NA,NA,NA,NA
"15795","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15796","ein","ART.Indef.Acc.Sg.Neut","eine","ART","Indef",NA,"Acc",NA,"Sg","Neut",NA,NA
"15797","glückliches","ADJA.Pos.Acc.Sg.Neut","glücklich","ADJA","Pos",NA,"Acc",NA,"Sg","Neut",NA,NA
"15798","Unglück","N.Reg.Acc.Sg.Neut","Unglück","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"15799","verschafft","VFIN.Full.3.Sg.Pres.Ind","verschaffen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"15800","uns","PRO.Pers.Subst.1.Dat.Pl.*","sie","PRO","Pers","Subst","Dat","1","Pl",NA,NA,NA
"15801","die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"15802","Ehre","N.Reg.Nom.Sg.Fem","Ehre","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"15803","–","N.Name.*.*.*","–","N","Name",NA,NA,NA,NA,NA,NA,NA
"15804","Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"15805","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15806","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15807","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15808","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15809","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"15810","hier","ADV","hier","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15811","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15812",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15813","mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"15814","Herr","N.Reg.Nom.Sg.Masc","Herr","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15815","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15816","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15817","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15818","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"15819","bin","VFIN.Aux.1.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"15820","also","ADV","also","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15821","wohl","ADV","wohl","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"15822","bei","APPR","bei","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15823","Ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie","PRO","Pers","Subst","Dat","3","Pl",NA,NA,NA
"15824","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15825","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15826","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"15827","Verzeihen","VFIN.Full.3.Pl.Pres.Ind","verzeihen","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"15828","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"15829","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15830",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"15831","Herr","N.Reg.Nom.Sg.Masc","Herr","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"15832","Kammerherr","N.Reg.Acc.Sg.Masc","Kammerherr","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"15833","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15834",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15835","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15836","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15837","Wir","PRO.Pers.Subst.1.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","1","Pl",NA,NA,NA
"15838","sind","VFIN.Aux.1.Pl.Pres.Ind","sein","VFIN","Aux",NA,NA,"1","Pl",NA,"Pres","Ind"
"15839","von","APPR","von","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"15840","Räubern","N.Reg.Dat.Pl.Masc","Räuber","N","Reg",NA,"Dat",NA,"Pl","Masc",NA,NA
"15841","ohnfern","ADJD.Pos","ohnfern","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"15842","überfallen","VPP.Full.Psp","überfallen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"15843","worden","VPP.Aux.Psp","werden","VPP","Aux","Psp",NA,NA,NA,NA,NA,NA
"15844","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15845",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"15846","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15847","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
